date,subtheatre,region,productgroup,productlinecode,ordertype,bookingquantity,bookingamt,total_list
2019-04-26,EMEA,DACH&Russia,OTH,I7,ZCRN,1,0,0
2019-04-28,EMEA,DACH&Russia,OTH,I7,ZDR,68,"8,700.30","38,998.70"
2019-04-09,EMEA,DACH&Russia,OTH,I7,ZOR,63,"22,754.20","83,576.25"
2019-04-20,EMEA,France,OTH,I7,SH,7,"5,954.47","23,890.11"
2019-04-07,EMEA,France,OTH,I7,ZCRN,3,0,0
2019-04-08,EMEA,France,OTH,I7,ZOR,4,"2,775.21","7,266.26"
2019-04-15,EMEA,NOE,OTH,I7,SH,380,"1,17,276.39","3,82,713.58"
2019-04-17,EMEA,NOE,OTH,I7,ZCRN,1,0,0
2019-04-22,EMEA,SOE,OTH,I7,SH,1,"1,752.96","2,656.00"
2019-04-01,EMEA,SOE,OTH,I7,ZCRN,2,0,0
2019-04-27,EMEA,UK&I,OTH,I7,SH,2,"1,613.78","4,985.06"
2019-04-17,EMEA,UK&I,OTH,I7,ZCR,-8,"-5,933.44","-18,481.94"
2019-04-14,EMEA,UK&I,OTH,I7,ZDR,8,"5,918.58","18,481.94"
2019-04-19,EMEA,CEEMA,OTH,I7,SH,182,"63,227.57","1,94,313.28"
2019-04-09,EMEA,CEEMA,OTH,I7,ZCRN,28,0,0
2019-04-24,EMEA,CEEMA,OTH,I7,ZDR,74,"18,867.81","67,385.03"
2019-04-15,EMEA,CEEMA,OTH,I7,ZOR,41,"9,392.58","38,434.23"
2019-04-22,EMEA,Cross Geo (Philip),OTH,I7,SH,2,"1,728.06","3,456.14"
2019-04-02,EMEA,DACH&Russia,OTH,I7,SH,329,"42,781.54","1,21,130.43"
2019-04-26,EMEA,DACH&Russia,OTH,I7,ZCRN,6,0,0
2019-04-12,EMEA,DACH&Russia,OTH,I7,ZOR,928,"3,67,499.60","18,46,234.44"
2019-04-25,EMEA,France,OTH,I7,SH,1,745.04,"1,128.85"
2019-04-03,EMEA,France,OTH,I7,ZOR,1053,"4,29,339.51","13,81,174.33"
2019-04-01,EMEA,NOE,OTH,I7,SH,224,"1,15,419.20","3,80,960.00"
2019-04-12,EMEA,NOE,OTH,I7,ZCRN,110,0,0
2019-04-10,EMEA,SOE,OTH,I7,SH,4,"2,803.68","4,248.00"
2019-04-13,EMEA,UK&I,OTH,I7,SH,39,"11,833.78","37,909.80"
2019-04-22,EMEA,CEEMA,OTH,I7,SH,31,"22,102.17","60,022.21"
2019-04-03,EMEA,CEEMA,OTH,I7,ZCMN,5,0,0
2019-04-12,EMEA,CEEMA,OTH,I7,ZCR,-22,"-10,613.00","-37,903.58"
2019-04-19,EMEA,CEEMA,OTH,I7,ZCRN,55,0,0
2019-04-04,EMEA,CEEMA,OTH,I7,ZDR,47,"20,295.51","72,483.95"
2019-04-26,EMEA,CEEMA,OTH,I7,ZOR,50,"24,120.46","86,144.51"
2019-04-06,EMEA,Cross Geo (Philip),OTH,I7,ZCRN,20,0,0
2019-04-27,EMEA,Cross Geo (Philip),OTH,I7,ZOR,1,"1,703.04","2,661.00"
2019-04-23,EMEA,DACH&Russia,OTH,I7,SH,597,"86,808.87","3,56,998.94"
2019-04-02,EMEA,DACH&Russia,OTH,I7,ZCMN,1,0,0
2019-04-02,EMEA,DACH&Russia,OTH,I7,ZCRN,4,0,0
2019-04-02,EMEA,DACH&Russia,OTH,I7,ZOR,7345,"9,62,014.52","57,49,693.58"
2019-04-08,EMEA,France,OTH,I7,SH,15,"19,834.62","33,206.16"
2019-04-14,EMEA,France,OTH,I7,ZCMN,1,0,0
2019-04-24,EMEA,France,OTH,I7,ZCRN,21,0,0
2019-04-11,EMEA,France,OTH,I7,ZOR,15,"9,830.75","27,866.23"
2019-04-08,EMEA,NOE,OTH,I7,SH,1406,"6,42,453.28","21,61,091.98"
2019-04-18,EMEA,NOE,OTH,I7,ZCMN,2,0,0
2019-04-03,EMEA,NOE,OTH,I7,ZCRN,20,0,0
2019-04-11,EMEA,NOE,OTH,I7,ZOR,4,"1,964.09","6,891.56"
2019-04-26,EMEA,SOE,OTH,I7,SH,36,"22,469.14","79,572.34"
2019-04-27,EMEA,SOE,OTH,I7,ZCMN,4,0,0
2019-04-09,EMEA,SOE,OTH,I7,ZCRN,1,0,0
2019-04-19,EMEA,UK&I,OTH,I7,SH,59,"21,308.84","74,636.95"
2019-04-28,EMEA,UK&I,OTH,I7,ZCRN,7,0,0
2019-04-17,EMEA,CEEMA,OTH,I7,SH,83,"15,886.54","58,470.00"
2019-04-22,EMEA,CEEMA,OTH,I7,ZCMN,1,0,0
2019-04-10,EMEA,CEEMA,OTH,I7,ZCRN,68,0,0
2019-04-23,EMEA,CEEMA,OTH,I7,ZOR,81,"35,562.92","1,27,874.34"
2019-04-17,EMEA,Cross Geo (Philip),OTH,I7,ZCRN,23,0,0
2019-04-11,EMEA,DACH&Russia,OTH,I7,SH,544,"86,089.92","3,56,557.29"
2019-04-05,EMEA,DACH&Russia,OTH,I7,ZCRN,5,0,0
2019-04-26,EMEA,DACH&Russia,OTH,I7,ZOR,35,"77,763.18","3,25,515.35"
2019-04-03,EMEA,France,OTH,I7,SH,3,906.61,"1,373.66"
2019-04-12,EMEA,France,OTH,I7,ZCRN,1,-965.63,"-1,821.95"
2019-04-12,EMEA,France,OTH,I7,ZOR,4,"2,842.98","7,157.70"
2019-04-18,EMEA,NOE,OTH,I7,SH,107,"-48,232.61","-2,20,235.26"
2019-04-24,EMEA,NOE,OTH,I7,ZCRN,4,0,0
2019-04-07,EMEA,NOE,OTH,I7,ZOR,35,"6,699.25","19,177.12"
2019-04-19,EMEA,SOE,OTH,I7,SH,55,"32,851.27","1,28,021.57"
2019-04-04,EMEA,SOE,OTH,I7,ZCRN,13,0,0
2019-04-21,EMEA,SOE,OTH,I7,ZOR,16,"7,191.24","41,046.00"
2019-04-20,EMEA,UK&I,OTH,I7,SH,3,"1,010.82","2,055.86"
2019-04-12,EMEA,UK&I,OTH,I7,ZCRN,0,-321.88,-607.32
2019-04-21,EMEA,CEEMA,OTH,I7,SH,122,"31,394.86","1,03,290.14"
2019-04-04,EMEA,CEEMA,OTH,I7,ZCRN,16,-643.28,-946
2019-04-07,EMEA,CEEMA,OTH,I7,ZOR,53,"5,567.49","21,183.62"
2019-04-20,EMEA,Cross Geo (Philip),OTH,I7,SH,1,846.51,"2,001.14"
2019-04-08,EMEA,DACH&Russia,OTH,I7,SH,219,"44,818.48","1,22,640.96"
2019-04-18,EMEA,DACH&Russia,OTH,I7,ZCRN,26,0,0
2019-04-10,EMEA,DACH&Russia,OTH,I7,ZOR,2013,"8,45,369.46","38,22,337.98"
2019-04-02,EMEA,France,OTH,I7,SH,0,0,0
2019-04-03,EMEA,France,OTH,I7,ZOR,15,"9,680.60","30,423.93"
2019-04-05,EMEA,NOE,OTH,I7,SH,1015,"3,82,257.94","13,01,973.51"
2019-04-05,EMEA,NOE,OTH,I7,ZCRN,90,0,0
2019-04-24,EMEA,SOE,OTH,I7,SH,16,"15,018.83","25,207.81"
2019-04-21,EMEA,SOE,OTH,I7,ZCRN,7,"-10,410.83","-14,872.62"
2019-04-07,EMEA,UK&I,OTH,I7,SH,65,"38,933.15","1,33,787.08"
2019-04-18,EMEA,UK&I,OTH,I7,ZOR,3,"1,308.98","5,117.31"
2019-04-03,EMEA,CEEMA,SUP,L4,ZCR,-13,"-7,956.48","-17,262.00"
2019-04-15,EMEA,CEEMA,SUP,L4,ZCRN,-11,"-3,80,974.35","-5,21,842.25"
2019-04-21,EMEA,CEEMA,SUP,L4,ZOR,121,"4,37,416.74","6,61,948.91"
2019-04-19,EMEA,Cross Geo (Philip),SUP,L4,ZOR,1,268.05,322.95
2019-04-05,EMEA,DACH&Russia,SUP,L4,ZCPN,0,"-6,862.50",0
2019-04-02,EMEA,DACH&Russia,SUP,L4,ZCR,-4,"-6,679.45","-8,047.53"
2019-04-19,EMEA,DACH&Russia,SUP,L4,ZCRN,64,"20,656.61","27,759.94"
2019-04-27,EMEA,DACH&Russia,SUP,L4,ZOR,86,"1,74,113.46","2,48,375.20"
2019-04-24,EMEA,France,SUP,L4,ZCPN,0,"-1,206.62",0
2019-04-10,EMEA,France,SUP,L4,ZCR,-1,-322.95,-322.95
2019-04-15,EMEA,France,SUP,L4,ZCRN,52,"13,529.62","51,059.26"
2019-04-06,EMEA,France,SUP,L4,ZDR,1,322.95,322.95
2019-04-15,EMEA,France,SUP,L4,ZOR,37,"72,275.50","1,21,116.15"
2019-04-10,EMEA,NOE,SUP,L4,ZCMN,2,"1,228.01","1,808.50"
2019-04-04,EMEA,NOE,SUP,L4,ZCR,-3,"-1,401.36","-1,688.39"
2019-04-21,EMEA,NOE,SUP,L4,ZCRN,162,"85,564.83","1,30,734.46"
2019-04-15,EMEA,NOE,SUP,L4,ZOR,74,"1,12,117.76","1,64,875.91"
2019-04-13,EMEA,SOE,SUP,L4,ZCRN,37,"31,825.07","44,695.70"
2019-04-08,EMEA,SOE,SUP,L4,ZOR,72,"1,77,253.77","2,33,443.62"
2019-04-25,EMEA,UK&I,SUP,L4,ZCPN,0,"-5,221.11",0
2019-04-16,EMEA,UK&I,SUP,L4,ZCR,-6,"-32,542.36","-39,207.67"
2019-04-27,EMEA,UK&I,SUP,L4,ZCRN,87,"64,850.51","94,099.59"
2019-04-10,EMEA,UK&I,SUP,L4,ZDR,6,"27,321.25","39,207.67"
2019-04-28,EMEA,UK&I,SUP,L4,ZOR,45,"1,16,386.99","3,26,097.51"
2019-04-20,EMEA,CEEMA,SUP,L5,ZCR,-132,"-1,907.95","-2,299.46"
2019-04-06,EMEA,CEEMA,SUP,L5,ZCRN,734,"-68,670.48","-90,576.18"
2019-04-10,EMEA,CEEMA,SUP,L5,ZDR,59,637.04,743.57
2019-04-07,EMEA,CEEMA,SUP,L5,ZOR,5392,"4,58,230.11","6,31,591.43"
2019-04-21,EMEA,Cross Geo (Philip),SUP,L5,ZOR,301,"3,243.11","3,907.37"
2019-04-10,EMEA,DACH&Russia,SUP,L5,ZCPN,0,"-11,838.40",0
2019-04-12,EMEA,DACH&Russia,SUP,L5,ZCR,-595,"-5,722.30","-8,723.75"
2019-04-26,EMEA,DACH&Russia,SUP,L5,ZCRN,61,"3,538.60","4,974.69"
2019-04-10,EMEA,DACH&Russia,SUP,L5,ZDR,500,"2,838.28","3,493.15"
2019-04-15,EMEA,DACH&Russia,SUP,L5,ZOR,7014,"1,01,545.81","1,66,965.35"
2019-04-21,EMEA,France,SUP,L5,ZCPN,0,-82.78,0
2019-04-09,EMEA,France,SUP,L5,ZCR,-3,-79,-95.18
2019-04-24,EMEA,France,SUP,L5,ZCRN,27,"6,462.89","19,916.46"
2019-04-17,EMEA,France,SUP,L5,ZOR,3273,"42,194.47","65,458.26"
2019-04-24,EMEA,NOE,SUP,L5,ZCPN,0,"-2,211.79",0
2019-04-08,EMEA,NOE,SUP,L5,ZCR,0,-33,-54.39
2019-04-18,EMEA,NOE,SUP,L5,ZCRN,416,"64,866.62","1,01,482.18"
2019-04-22,EMEA,NOE,SUP,L5,ZOR,5308,"79,729.92","1,13,489.21"
2019-04-22,EMEA,SOE,SUP,L5,ZCR,0,-43.2,-72
2019-04-22,EMEA,SOE,SUP,L5,ZCRN,46,"18,446.91","37,708.00"
2019-04-25,EMEA,SOE,SUP,L5,ZCTM,0,-5.82,-5.82
2019-04-06,EMEA,SOE,SUP,L5,ZDR,9,43.2,72
2019-04-11,EMEA,SOE,SUP,L5,ZOR,4730,"75,105.16","1,18,966.60"
2019-04-09,EMEA,UK&I,SUP,L5,ZCPN,0,"-6,707.73",0
2019-04-06,EMEA,UK&I,SUP,L5,ZCR,-188,"-4,323.42","-5,208.95"
2019-04-02,EMEA,UK&I,SUP,L5,ZCRN,89,"10,833.77","15,131.24"
2019-04-23,EMEA,UK&I,SUP,L5,ZDR,2,170.17,245.37
2019-04-18,EMEA,UK&I,SUP,L5,ZOR,2772,"42,372.01","64,895.04"
2019-04-12,EMEA,CEEMA,SUP,L7,ZCRN,17,"2,942.46","4,999.27"
2019-04-05,EMEA,CEEMA,SUP,L7,ZCTM,0,-455.17,-455.17
2019-04-23,EMEA,CEEMA,SUP,L7,ZOR,22,"2,417.25","2,918.75"
2019-04-20,EMEA,DACH&Russia,SUP,L7,ZCRN,56,"11,012.07","13,014.44"
2019-04-18,EMEA,DACH&Russia,SUP,L7,ZCTM,0,-754.63,-754.63
2019-04-12,EMEA,DACH&Russia,SUP,L7,ZOR,3,"2,008.93","2,420.40"
2019-04-04,EMEA,France,SUP,L7,ZCRN,12,"4,758.62","6,494.87"
2019-04-07,EMEA,NOE,SUP,L7,ZCRN,53,"14,293.32","16,994.36"
2019-04-16,EMEA,NOE,SUP,L7,ZCRP,11,"9,348.03","10,412.35"
2019-04-24,EMEA,NOE,SUP,L7,ZCTM,0,-109.53,-109.53
2019-04-27,EMEA,NOE,SUP,L7,ZOR,5,"2,922.32","3,520.87"
2019-04-27,EMEA,SOE,SUP,L7,ZCRN,28,"2,004.72","2,350.66"
2019-04-15,EMEA,SOE,SUP,L7,ZOR,1,367.78,448.73
2019-04-18,EMEA,UK&I,SUP,L7,ZCRN,163,"6,345.51","8,030.10"
2019-04-20,EMEA,UK&I,SUP,L7,ZCTM,0,-40.56,-40.56
2019-04-08,EMEA,UK&I,SUP,L7,ZOR,4,"1,762.89","2,123.96"
2019-04-09,EMEA,CEEMA,SUP,LS,ZCMN,15,274.15,413.03
2019-04-07,EMEA,CEEMA,SUP,LS,ZCPN,0,"-12,475.99",0
2019-04-13,EMEA,CEEMA,SUP,LS,ZCR,-8,"-5,274.22","-14,473.39"
2019-04-21,EMEA,CEEMA,SUP,LS,ZCRN,386,"53,337.28","76,138.38"
2019-04-10,EMEA,CEEMA,SUP,LS,ZCTM,0,"3,414.21","3,414.21"
2019-04-28,EMEA,CEEMA,SUP,LS,ZDR,3,"1,674.38","2,056.00"
2019-04-25,EMEA,CEEMA,SUP,LS,ZOR,1216,"9,07,280.09","19,54,094.62"
2019-04-11,EMEA,Cross Geo (Philip),SUP,LS,ZCMN,355,"7,750.23","14,396.68"
2019-04-27,EMEA,Cross Geo (Philip),SUP,LS,ZCRN,90,"4,694.63","5,703.75"
2019-04-03,EMEA,Cross Geo (Philip),SUP,LS,ZCTM,0,"-27,819.24","-27,819.24"
2019-04-10,EMEA,Cross Geo (Philip),SUP,LS,ZOR,74,"24,504.29","39,530.55"
2019-04-25,EMEA,DACH&Russia,SUP,LS,ZCMN,188,"4,492.59","6,922.95"
2019-04-21,EMEA,DACH&Russia,SUP,LS,ZCPN,0,"-39,754.15",0
2019-04-25,EMEA,DACH&Russia,SUP,LS,ZCR,-96,"-19,801.95","-28,637.98"
2019-04-07,EMEA,DACH&Russia,SUP,LS,ZCRN,804,"1,76,059.67","2,36,242.24"
2019-04-17,EMEA,DACH&Russia,SUP,LS,ZCTM,0,"40,399.55","40,399.55"
2019-04-26,EMEA,DACH&Russia,SUP,LS,ZDPN,0,"1,909.42",0
2019-04-24,EMEA,DACH&Russia,SUP,LS,ZDR,10,"3,912.83","9,430.80"
2019-04-05,EMEA,DACH&Russia,SUP,LS,ZOR,972,"7,46,351.02","14,12,506.15"
2019-04-04,EMEA,France,SUP,LS,ZCMN,2,"1,530.33","1,885.04"
2019-04-15,EMEA,France,SUP,LS,ZCPN,0,"-5,558.89",0
2019-04-06,EMEA,France,SUP,LS,ZCR,-1,"-1,115.44","-1,343.91"
2019-04-15,EMEA,France,SUP,LS,ZCRN,464,"1,50,013.71","10,17,221.81"
2019-04-08,EMEA,France,SUP,LS,ZCTM,0,"-7,944.65","-7,944.65"
2019-04-23,EMEA,France,SUP,LS,ZOR,332,"3,22,788.89","6,68,411.04"
2019-04-10,EMEA,NOE,SUP,LS,ZCMN,34,726.12,"1,117.32"
2019-04-19,EMEA,NOE,SUP,LS,ZCPN,0,"-48,347.06",0
2019-04-21,EMEA,NOE,SUP,LS,ZCR,-35,"-36,850.55","-44,398.25"
2019-04-19,EMEA,NOE,SUP,LS,ZCRN,359,"64,955.37","78,188.47"
2019-04-02,EMEA,NOE,SUP,LS,ZCRP,32,"8,863.39","9,106.38"
2019-04-07,EMEA,NOE,SUP,LS,ZCTM,0,"11,960.73","11,960.73"
2019-04-09,EMEA,NOE,SUP,LS,ZDPN,0,345.6,0
2019-04-14,EMEA,NOE,SUP,LS,ZOR,745,"6,06,083.95","7,78,390.41"
2019-04-03,EMEA,NOE,SUP,LS,ZRE,0,-329.73,-397.26
2019-04-10,EMEA,SOE,SUP,LS,ZCMN,73,"1,907.72","2,936.52"
2019-04-21,EMEA,SOE,SUP,LS,ZCR,-3,-87.47,-105.38
2019-04-10,EMEA,SOE,SUP,LS,ZCRN,412,"78,451.72","1,32,066.88"
2019-04-24,EMEA,SOE,SUP,LS,ZCTM,0,"-3,583.54","-3,583.54"
2019-04-07,EMEA,SOE,SUP,LS,ZDR,3,295.98,"5,220.00"
2019-04-11,EMEA,SOE,SUP,LS,ZOR,512,"3,63,511.14","6,03,751.85"
2019-04-28,EMEA,SOE,SUP,LS,ZOTM,1,122.06,122.06
2019-04-26,EMEA,UK&I,SUP,LS,ZCPN,0,"-5,305.37",0
2019-04-09,EMEA,UK&I,SUP,LS,ZCR,-13,"-4,561.02","-5,495.21"
2019-04-23,EMEA,UK&I,SUP,LS,ZCRN,584,"1,71,348.14","2,84,668.80"
2019-04-10,EMEA,UK&I,SUP,LS,ZCRP,40,"-1,540.84","-3,795.99"
2019-04-20,EMEA,UK&I,SUP,LS,ZCTM,0,"2,589.98","2,589.98"
2019-04-22,EMEA,UK&I,SUP,LS,ZOR,130,"1,16,094.37","1,58,005.06"
2019-04-04,EMEA,CEEMA,SUP,VR,ZCMN,170,"12,054.33","22,067.07"
2019-04-19,EMEA,CEEMA,SUP,VR,ZCPL,0,-181.64,0
2019-04-28,EMEA,CEEMA,SUP,VR,ZCPN,0,-21,0
2019-04-03,EMEA,CEEMA,SUP,VR,ZCR,-920,"-21,171.21","-29,658.12"
2019-04-22,EMEA,CEEMA,SUP,VR,ZCRN,529,"-3,23,301.53","-4,23,305.51"
2019-04-03,EMEA,CEEMA,SUP,VR,ZDR,586,"12,873.75","15,694.00"
2019-04-16,EMEA,CEEMA,SUP,VR,ZOR,18692,"18,27,471.15","26,19,411.19"
2019-04-23,EMEA,Cross Geo (Philip),SUP,VR,ZCRN,14,"5,320.54","7,382.71"
2019-04-05,EMEA,Cross Geo (Philip),SUP,VR,ZCTM,0,"-1,656.42","-1,656.42"
2019-04-23,EMEA,Cross Geo (Philip),SUP,VR,ZOR,143,"18,249.12","22,263.26"
2019-04-13,EMEA,DACH&Russia,SUP,VR,ZCPN,0,"-58,600.30",0
2019-04-05,EMEA,DACH&Russia,SUP,VR,ZCR,-879,"-19,178.21","-30,539.41"
2019-04-22,EMEA,DACH&Russia,SUP,VR,ZCRN,1840,"56,823.84","73,574.54"
2019-04-16,EMEA,DACH&Russia,SUP,VR,ZDPN,0,496.68,0
2019-04-21,EMEA,DACH&Russia,SUP,VR,ZDR,500,"7,703.81","9,474.89"
2019-04-11,EMEA,DACH&Russia,SUP,VR,ZOR,12858,"8,80,742.90","12,61,923.25"
2019-04-26,EMEA,France,SUP,VR,ZCPN,0,-24.75,0
2019-04-23,EMEA,France,SUP,VR,ZCR,-13,"-3,043.62","-3,680.84"
2019-04-06,EMEA,France,SUP,VR,ZCRN,1472,"2,09,868.83","7,78,802.54"
2019-04-12,EMEA,France,SUP,VR,ZDR,0,606.65,"2,103.75"
2019-04-21,EMEA,France,SUP,VR,ZOR,3983,"1,66,616.20","2,73,216.78"
2019-04-05,EMEA,NOE,SUP,VR,ZCMN,3,"1,446.66","2,066.72"
2019-04-04,EMEA,NOE,SUP,VR,ZCPN,0,"-51,162.94",0
2019-04-06,EMEA,NOE,SUP,VR,ZCR,-2,"-19,954.45","-30,939.33"
2019-04-17,EMEA,NOE,SUP,VR,ZCRN,2574,"2,66,825.16","4,00,358.25"
2019-04-22,EMEA,NOE,SUP,VR,ZOR,15647,"5,85,538.62","7,62,728.11"
2019-04-25,EMEA,SOE,SUP,VR,ZCMN,8,370.88,662.3
2019-04-10,EMEA,SOE,SUP,VR,ZCR,-8,-519.95,-772.76
2019-04-13,EMEA,SOE,SUP,VR,ZCRN,4096,"84,787.45","1,65,881.04"
2019-04-05,EMEA,SOE,SUP,VR,ZDR,17,292.8,488
2019-04-05,EMEA,SOE,SUP,VR,ZOR,13219,"4,16,727.64","6,81,248.01"
2019-04-16,EMEA,UK&I,SUP,VR,ZCPN,0,"-3,576.41",0
2019-04-05,EMEA,UK&I,SUP,VR,ZCR,-541,"-19,680.35","-24,391.84"
2019-04-09,EMEA,UK&I,SUP,VR,ZCRN,2413,"1,34,841.87","1,96,245.83"
2019-04-23,EMEA,UK&I,SUP,VR,ZDPN,0,395.65,0
2019-04-16,EMEA,UK&I,SUP,VR,ZDR,79,"1,011.80","1,927.90"
2019-04-15,EMEA,UK&I,SUP,VR,ZOR,6841,"3,33,964.38","5,18,496.53"
2019-04-25,EMEA,CEEMA,SUP,L4,ZCMN,2,"2,868.00","2,868.00"
2019-04-19,EMEA,CEEMA,SUP,L4,ZCR,-11,"-9,849.72","-20,816.60"
2019-04-12,EMEA,CEEMA,SUP,L4,ZCRN,51,"48,028.98","75,307.56"
2019-04-28,EMEA,CEEMA,SUP,L4,ZDR,8,"16,242.29","19,921.08"
2019-04-27,EMEA,CEEMA,SUP,L4,ZOR,150,"2,24,060.43","3,21,068.41"
2019-04-12,EMEA,CEEMA,SUP,L4,ZRE,0,"-3,387.44","-6,049.00"
2019-04-17,EMEA,Cross Geo (Philip),SUP,L4,ZCRN,18,"9,924.59","15,339.67"
2019-04-26,EMEA,Cross Geo (Philip),SUP,L4,ZOR,5,"4,123.12","5,539.62"
2019-04-13,EMEA,DACH&Russia,SUP,L4,ZCPN,0,"-9,227.15",0
2019-04-03,EMEA,DACH&Russia,SUP,L4,ZCRN,185,"1,11,857.19","1,68,719.10"
2019-04-03,EMEA,DACH&Russia,SUP,L4,ZOR,111,"2,38,914.17","3,30,244.47"
2019-04-25,EMEA,France,SUP,L4,ZCPN,0,"-9,797.68",0
2019-04-16,EMEA,France,SUP,L4,ZCRN,35,"25,066.45","49,460.60"
2019-04-13,EMEA,France,SUP,L4,ZOR,17,"44,504.19","68,209.92"
2019-04-10,EMEA,NOE,SUP,L4,ZCMN,2,"1,176.00","1,176.00"
2019-04-19,EMEA,NOE,SUP,L4,ZCPN,0,"-68,874.36",0
2019-04-12,EMEA,NOE,SUP,L4,ZCRN,289,"1,68,337.54","2,77,002.43"
2019-04-01,EMEA,NOE,SUP,L4,ZOR,119,"2,57,426.38","3,90,282.15"
2019-04-21,EMEA,SOE,SUP,L4,ZCR,0,"-34,530.16","-1,64,429.35"
2019-04-12,EMEA,SOE,SUP,L4,ZCRN,137,"1,52,647.96","5,42,182.44"
2019-04-27,EMEA,SOE,SUP,L4,ZDR,6,"34,530.16","1,64,429.35"
2019-04-21,EMEA,SOE,SUP,L4,ZOR,60,"63,564.31","89,133.31"
2019-04-08,EMEA,UK&I,SUP,L4,ZCMN,2,"3,108.00","3,108.00"
2019-04-12,EMEA,UK&I,SUP,L4,ZCPN,0,"-1,718.59",0
2019-04-05,EMEA,UK&I,SUP,L4,ZCRN,62,"44,485.95","85,353.66"
2019-04-06,EMEA,UK&I,SUP,L4,ZOR,37,"49,511.59","68,953.30"
2019-04-26,EMEA,CEEMA,SUP,L5,ZCMN,12,"4,220.41","5,463.75"
2019-04-11,EMEA,CEEMA,SUP,L5,ZCR,-4862,"-27,044.65","-1,95,888.12"
2019-04-25,EMEA,CEEMA,SUP,L5,ZCRN,26,"8,923.12","13,516.00"
2019-04-18,EMEA,CEEMA,SUP,L5,ZDR,4905,"31,031.52","1,98,143.93"
2019-04-23,EMEA,CEEMA,SUP,L5,ZOR,4422,"95,112.14","1,26,730.42"
2019-04-11,EMEA,Cross Geo (Philip),SUP,L5,ZCRN,2,327.79,598.68
2019-04-13,EMEA,Cross Geo (Philip),SUP,L5,ZOR,50,438.38,616.61
2019-04-12,EMEA,DACH&Russia,SUP,L5,ZCPN,0,"-1,094.43",0
2019-04-19,EMEA,DACH&Russia,SUP,L5,ZCR,-1,-26.56,-32
2019-04-22,EMEA,DACH&Russia,SUP,L5,ZCRN,171,"78,455.28","1,27,959.49"
2019-04-17,EMEA,DACH&Russia,SUP,L5,ZDR,1,14.08,32
2019-04-12,EMEA,DACH&Russia,SUP,L5,ZOR,5860,"1,06,787.15","1,79,253.08"
2019-04-09,EMEA,France,SUP,L5,ZCMN,2,15.76,28.8
2019-04-21,EMEA,France,SUP,L5,ZCPN,0,"-8,277.52",0
2019-04-11,EMEA,France,SUP,L5,ZCR,0,-98.28,-126
2019-04-14,EMEA,France,SUP,L5,ZCRN,51,"39,302.76","62,234.69"
2019-04-27,EMEA,France,SUP,L5,ZDR,0,98.28,126
2019-04-01,EMEA,France,SUP,L5,ZOR,2267,"41,251.56","64,980.75"
2019-04-17,EMEA,NOE,SUP,L5,ZCPN,0,"-17,652.60",0
2019-04-11,EMEA,NOE,SUP,L5,ZCRN,480,"1,45,935.75","2,24,283.33"
2019-04-05,EMEA,NOE,SUP,L5,ZOR,5445,"84,322.50","1,56,731.43"
2019-04-02,EMEA,SOE,SUP,L5,ZCR,0,"-1,72,908.56","-8,23,374.09"
2019-04-17,EMEA,SOE,SUP,L5,ZCRN,-165,"4,17,192.17","17,43,990.76"
2019-04-11,EMEA,SOE,SUP,L5,ZDR,25076,"1,72,908.56","8,23,374.09"
2019-04-08,EMEA,SOE,SUP,L5,ZOR,4963,"57,468.86","1,00,041.89"
2019-04-12,EMEA,UK&I,SUP,L5,ZCPN,0,-901.72,0
2019-04-02,EMEA,UK&I,SUP,L5,ZCR,0,-32.76,-42
2019-04-10,EMEA,UK&I,SUP,L5,ZCRN,73,"49,076.83","95,506.74"
2019-04-02,EMEA,UK&I,SUP,L5,ZDR,0,32.76,42
2019-04-23,EMEA,UK&I,SUP,L5,ZOR,1968,"32,864.67","48,393.58"
2019-04-04,EMEA,CEEMA,SUP,L7,ZCRN,61,"4,976.96","8,340.56"
2019-04-08,EMEA,CEEMA,SUP,L7,ZCTM,0,661.47,661.47
2019-04-07,EMEA,CEEMA,SUP,L7,ZOR,11,"2,512.67","3,063.84"
2019-04-09,EMEA,DACH&Russia,SUP,L7,ZCRN,93,"1,856.15","3,630.51"
2019-04-01,EMEA,DACH&Russia,SUP,L7,ZCTM,0,"5,619.96","5,619.96"
2019-04-06,EMEA,DACH&Russia,SUP,L7,ZOR,5,"4,056.96","4,887.91"
2019-04-05,EMEA,DACH&Russia,SUP,L7,ZOTM,3,698.62,698.62
2019-04-02,EMEA,France,SUP,L7,ZCTM,0,245.26,245.26
2019-04-06,EMEA,France,SUP,L7,ZOR,4,"1,984.78","2,391.30"
2019-04-14,EMEA,NOE,SUP,L7,ZCRN,794,"47,060.31","59,048.79"
2019-04-12,EMEA,NOE,SUP,L7,ZCTM,0,-347.62,-347.62
2019-04-17,EMEA,NOE,SUP,L7,ZOR,1,53.57,64.54
2019-04-08,EMEA,SOE,SUP,L7,ZCRN,4,143.4,263.97
2019-04-24,EMEA,SOE,SUP,L7,ZCTM,0,"-1,502.72","-1,502.72"
2019-04-28,EMEA,SOE,SUP,L7,ZOR,9,"2,100.46","2,541.89"
2019-04-17,EMEA,UK&I,SUP,L7,ZCRN,11,"2,206.47","2,908.98"
2019-04-25,EMEA,UK&I,SUP,L7,ZCTM,0,923.6,923.6
2019-04-12,EMEA,CEEMA,SUP,LS,ZCPN,0,"-1,186.47",0
